D:\dataset\IMG\center_2024_09_03_15_31_15_008.jpg,D:\dataset\IMG\left_2024_09_03_15_31_15_008.jpg,D:\dataset\IMG\right_2024_09_03_15_31_15_008.jpg,0,1,0,26.14438
D:\dataset\IMG\center_2024_09_03_15_31_15_076.jpg,D:\dataset\IMG\left_2024_09_03_15_31_15_076.jpg,D:\dataset\IMG\right_2024_09_03_15_31_15_076.jpg,-0.05,1,0,26.71219
D:\dataset\IMG\center_2024_09_03_15_31_15_143.jpg,D:\dataset\IMG\left_2024_09_03_15_31_15_143.jpg,D:\dataset\IMG\right_2024_09_03_15_31_15_143.jpg,-0.25,1,0,27.43269
D:\dataset\IMG\center_2024_09_03_15_31_15_214.jpg,D:\dataset\IMG\left_2024_09_03_15_31_15_214.jpg,D:\dataset\IMG\right_2024_09_03_15_31_15_214.jpg,0,1,0,27.96986
D:\dataset\IMG\center_2024_09_03_15_31_15_285.jpg,D:\dataset\IMG\left_2024_09_03_15_31_15_285.jpg,D:\dataset\IMG\right_2024_09_03_15_31_15_285.jpg,0,1,0,28.70925
D:\dataset\IMG\center_2024_09_03_15_31_15_360.jpg,D:\dataset\IMG\left_2024_09_03_15_31_15_360.jpg,D:\dataset\IMG\right_2024_09_03_15_31_15_360.jpg,0,1,0,29.44504
D:\dataset\IMG\center_2024_09_03_15_31_15_431.jpg,D:\dataset\IMG\left_2024_09_03_15_31_15_431.jpg,D:\dataset\IMG\right_2024_09_03_15_31_15_431.jpg,0,1,0,29.99333
D:\dataset\IMG\center_2024_09_03_15_31_15_504.jpg,D:\dataset\IMG\left_2024_09_03_15_31_15_504.jpg,D:\dataset\IMG\right_2024_09_03_15_31_15_504.jpg,0,1,0,30.19052
D:\dataset\IMG\center_2024_09_03_15_31_15_572.jpg,D:\dataset\IMG\left_2024_09_03_15_31_15_572.jpg,D:\dataset\IMG\right_2024_09_03_15_31_15_572.jpg,0,1,0,30.19028
D:\dataset\IMG\center_2024_09_03_15_31_15_640.jpg,D:\dataset\IMG\left_2024_09_03_15_31_15_640.jpg,D:\dataset\IMG\right_2024_09_03_15_31_15_640.jpg,0,1,0,30.19027
D:\dataset\IMG\center_2024_09_03_15_31_15_706.jpg,D:\dataset\IMG\left_2024_09_03_15_31_15_706.jpg,D:\dataset\IMG\right_2024_09_03_15_31_15_706.jpg,-0.2,1,0,30.17998
D:\dataset\IMG\center_2024_09_03_15_31_15_773.jpg,D:\dataset\IMG\left_2024_09_03_15_31_15_773.jpg,D:\dataset\IMG\right_2024_09_03_15_31_15_773.jpg,0,1,0,30.18462
D:\dataset\IMG\center_2024_09_03_15_31_15_848.jpg,D:\dataset\IMG\left_2024_09_03_15_31_15_848.jpg,D:\dataset\IMG\right_2024_09_03_15_31_15_848.jpg,0,1,0,30.1898
D:\dataset\IMG\center_2024_09_03_15_31_15_919.jpg,D:\dataset\IMG\left_2024_09_03_15_31_15_919.jpg,D:\dataset\IMG\right_2024_09_03_15_31_15_919.jpg,0,1,0,30.19016
D:\dataset\IMG\center_2024_09_03_15_31_15_990.jpg,D:\dataset\IMG\left_2024_09_03_15_31_15_990.jpg,D:\dataset\IMG\right_2024_09_03_15_31_15_990.jpg,0,1,0,30.19028
D:\dataset\IMG\center_2024_09_03_15_31_16_064.jpg,D:\dataset\IMG\left_2024_09_03_15_31_16_064.jpg,D:\dataset\IMG\right_2024_09_03_15_31_16_064.jpg,0,1,0,30.19029
D:\dataset\IMG\center_2024_09_03_15_31_16_134.jpg,D:\dataset\IMG\left_2024_09_03_15_31_16_134.jpg,D:\dataset\IMG\right_2024_09_03_15_31_16_134.jpg,0,1,0,30.19029
D:\dataset\IMG\center_2024_09_03_15_31_16_206.jpg,D:\dataset\IMG\left_2024_09_03_15_31_16_206.jpg,D:\dataset\IMG\right_2024_09_03_15_31_16_206.jpg,0,1,0,30.19029
D:\dataset\IMG\center_2024_09_03_15_31_16_277.jpg,D:\dataset\IMG\left_2024_09_03_15_31_16_277.jpg,D:\dataset\IMG\right_2024_09_03_15_31_16_277.jpg,0,1,0,30.1903
D:\dataset\IMG\center_2024_09_03_15_31_16_347.jpg,D:\dataset\IMG\left_2024_09_03_15_31_16_347.jpg,D:\dataset\IMG\right_2024_09_03_15_31_16_347.jpg,0,1,0,30.1903
D:\dataset\IMG\center_2024_09_03_15_31_16_414.jpg,D:\dataset\IMG\left_2024_09_03_15_31_16_414.jpg,D:\dataset\IMG\right_2024_09_03_15_31_16_414.jpg,0,1,0,30.1903
D:\dataset\IMG\center_2024_09_03_15_31_16_483.jpg,D:\dataset\IMG\left_2024_09_03_15_31_16_483.jpg,D:\dataset\IMG\right_2024_09_03_15_31_16_483.jpg,0,1,0,30.19031
D:\dataset\IMG\center_2024_09_03_15_31_16_552.jpg,D:\dataset\IMG\left_2024_09_03_15_31_16_552.jpg,D:\dataset\IMG\right_2024_09_03_15_31_16_552.jpg,0,1,0,30.19027
D:\dataset\IMG\center_2024_09_03_15_31_16_620.jpg,D:\dataset\IMG\left_2024_09_03_15_31_16_620.jpg,D:\dataset\IMG\right_2024_09_03_15_31_16_620.jpg,-0.1,1,0,30.18766
D:\dataset\IMG\center_2024_09_03_15_31_16_693.jpg,D:\dataset\IMG\left_2024_09_03_15_31_16_693.jpg,D:\dataset\IMG\right_2024_09_03_15_31_16_693.jpg,-0.25,1,0,30.17476
D:\dataset\IMG\center_2024_09_03_15_31_16_764.jpg,D:\dataset\IMG\left_2024_09_03_15_31_16_764.jpg,D:\dataset\IMG\right_2024_09_03_15_31_16_764.jpg,0,1,0,30.19013
D:\dataset\IMG\center_2024_09_03_15_31_16_834.jpg,D:\dataset\IMG\left_2024_09_03_15_31_16_834.jpg,D:\dataset\IMG\right_2024_09_03_15_31_16_834.jpg,0,1,0,30.19017
D:\dataset\IMG\center_2024_09_03_15_31_16_905.jpg,D:\dataset\IMG\left_2024_09_03_15_31_16_905.jpg,D:\dataset\IMG\right_2024_09_03_15_31_16_905.jpg,0,1,0,30.19028
D:\dataset\IMG\center_2024_09_03_15_31_16_977.jpg,D:\dataset\IMG\left_2024_09_03_15_31_16_977.jpg,D:\dataset\IMG\right_2024_09_03_15_31_16_977.jpg,0,1,0,30.19029
D:\dataset\IMG\center_2024_09_03_15_31_17_048.jpg,D:\dataset\IMG\left_2024_09_03_15_31_17_048.jpg,D:\dataset\IMG\right_2024_09_03_15_31_17_048.jpg,0,1,0,30.1903
D:\dataset\IMG\center_2024_09_03_15_31_17_118.jpg,D:\dataset\IMG\left_2024_09_03_15_31_17_118.jpg,D:\dataset\IMG\right_2024_09_03_15_31_17_118.jpg,0,1,0,30.19029
D:\dataset\IMG\center_2024_09_03_15_31_17_193.jpg,D:\dataset\IMG\left_2024_09_03_15_31_17_193.jpg,D:\dataset\IMG\right_2024_09_03_15_31_17_193.jpg,0,1,0,30.19032
D:\dataset\IMG\center_2024_09_03_15_31_17_259.jpg,D:\dataset\IMG\left_2024_09_03_15_31_17_259.jpg,D:\dataset\IMG\right_2024_09_03_15_31_17_259.jpg,0,1,0,30.1903
D:\dataset\IMG\center_2024_09_03_15_31_17_329.jpg,D:\dataset\IMG\left_2024_09_03_15_31_17_329.jpg,D:\dataset\IMG\right_2024_09_03_15_31_17_329.jpg,0,1,0,30.1903
D:\dataset\IMG\center_2024_09_03_15_31_17_401.jpg,D:\dataset\IMG\left_2024_09_03_15_31_17_401.jpg,D:\dataset\IMG\right_2024_09_03_15_31_17_401.jpg,0,1,0,30.19029
D:\dataset\IMG\center_2024_09_03_15_31_17_471.jpg,D:\dataset\IMG\left_2024_09_03_15_31_17_471.jpg,D:\dataset\IMG\right_2024_09_03_15_31_17_471.jpg,-0.05,1,0,30.18972
D:\dataset\IMG\center_2024_09_03_15_31_17_538.jpg,D:\dataset\IMG\left_2024_09_03_15_31_17_538.jpg,D:\dataset\IMG\right_2024_09_03_15_31_17_538.jpg,-0.2,1,0,30.17982
D:\dataset\IMG\center_2024_09_03_15_31_17_606.jpg,D:\dataset\IMG\left_2024_09_03_15_31_17_606.jpg,D:\dataset\IMG\right_2024_09_03_15_31_17_606.jpg,0,1,0,30.1893
D:\dataset\IMG\center_2024_09_03_15_31_17_679.jpg,D:\dataset\IMG\left_2024_09_03_15_31_17_679.jpg,D:\dataset\IMG\right_2024_09_03_15_31_17_679.jpg,0,1,0,30.19016
D:\dataset\IMG\center_2024_09_03_15_31_17_751.jpg,D:\dataset\IMG\left_2024_09_03_15_31_17_751.jpg,D:\dataset\IMG\right_2024_09_03_15_31_17_751.jpg,0,1,0,30.19026
D:\dataset\IMG\center_2024_09_03_15_31_17_821.jpg,D:\dataset\IMG\left_2024_09_03_15_31_17_821.jpg,D:\dataset\IMG\right_2024_09_03_15_31_17_821.jpg,0,1,0,30.19029
D:\dataset\IMG\center_2024_09_03_15_31_17_893.jpg,D:\dataset\IMG\left_2024_09_03_15_31_17_893.jpg,D:\dataset\IMG\right_2024_09_03_15_31_17_893.jpg,0,1,0,30.1903
D:\dataset\IMG\center_2024_09_03_15_31_17_966.jpg,D:\dataset\IMG\left_2024_09_03_15_31_17_966.jpg,D:\dataset\IMG\right_2024_09_03_15_31_17_966.jpg,0,1,0,30.1903
D:\dataset\IMG\center_2024_09_03_15_31_18_033.jpg,D:\dataset\IMG\left_2024_09_03_15_31_18_033.jpg,D:\dataset\IMG\right_2024_09_03_15_31_18_033.jpg,0,1,0,30.19029
D:\dataset\IMG\center_2024_09_03_15_31_18_103.jpg,D:\dataset\IMG\left_2024_09_03_15_31_18_103.jpg,D:\dataset\IMG\right_2024_09_03_15_31_18_103.jpg,-0.05,1,0,30.18972
D:\dataset\IMG\center_2024_09_03_15_31_18_171.jpg,D:\dataset\IMG\left_2024_09_03_15_31_18_171.jpg,D:\dataset\IMG\right_2024_09_03_15_31_18_171.jpg,-0.2,1,0,30.17986
D:\dataset\IMG\center_2024_09_03_15_31_18_240.jpg,D:\dataset\IMG\left_2024_09_03_15_31_18_240.jpg,D:\dataset\IMG\right_2024_09_03_15_31_18_240.jpg,0,1,0,30.19073
D:\dataset\IMG\center_2024_09_03_15_31_18_308.jpg,D:\dataset\IMG\left_2024_09_03_15_31_18_308.jpg,D:\dataset\IMG\right_2024_09_03_15_31_18_308.jpg,0,1,0,30.18983
D:\dataset\IMG\center_2024_09_03_15_31_18_376.jpg,D:\dataset\IMG\left_2024_09_03_15_31_18_376.jpg,D:\dataset\IMG\right_2024_09_03_15_31_18_376.jpg,0,1,0,30.19016
D:\dataset\IMG\center_2024_09_03_15_31_18_445.jpg,D:\dataset\IMG\left_2024_09_03_15_31_18_445.jpg,D:\dataset\IMG\right_2024_09_03_15_31_18_445.jpg,0,1,0,30.19029
D:\dataset\IMG\center_2024_09_03_15_31_18_516.jpg,D:\dataset\IMG\left_2024_09_03_15_31_18_516.jpg,D:\dataset\IMG\right_2024_09_03_15_31_18_516.jpg,0,1,0,30.19025
D:\dataset\IMG\center_2024_09_03_15_31_18_590.jpg,D:\dataset\IMG\left_2024_09_03_15_31_18_590.jpg,D:\dataset\IMG\right_2024_09_03_15_31_18_590.jpg,-0.05,1,0,30.18979
D:\dataset\IMG\center_2024_09_03_15_31_18_661.jpg,D:\dataset\IMG\left_2024_09_03_15_31_18_661.jpg,D:\dataset\IMG\right_2024_09_03_15_31_18_661.jpg,-0.25,1,0,30.17511
D:\dataset\IMG\center_2024_09_03_15_31_18_733.jpg,D:\dataset\IMG\left_2024_09_03_15_31_18_733.jpg,D:\dataset\IMG\right_2024_09_03_15_31_18_733.jpg,0,1,0,30.19067
D:\dataset\IMG\center_2024_09_03_15_31_18_804.jpg,D:\dataset\IMG\left_2024_09_03_15_31_18_804.jpg,D:\dataset\IMG\right_2024_09_03_15_31_18_804.jpg,0,1,0,30.19004
D:\dataset\IMG\center_2024_09_03_15_31_18_879.jpg,D:\dataset\IMG\left_2024_09_03_15_31_18_879.jpg,D:\dataset\IMG\right_2024_09_03_15_31_18_879.jpg,0,1,0,30.19022
D:\dataset\IMG\center_2024_09_03_15_31_18_945.jpg,D:\dataset\IMG\left_2024_09_03_15_31_18_945.jpg,D:\dataset\IMG\right_2024_09_03_15_31_18_945.jpg,0,1,0,30.19029
D:\dataset\IMG\center_2024_09_03_15_31_19_013.jpg,D:\dataset\IMG\left_2024_09_03_15_31_19_013.jpg,D:\dataset\IMG\right_2024_09_03_15_31_19_013.jpg,0,1,0,30.19028
D:\dataset\IMG\center_2024_09_03_15_31_19_087.jpg,D:\dataset\IMG\left_2024_09_03_15_31_19_087.jpg,D:\dataset\IMG\right_2024_09_03_15_31_19_087.jpg,0,1,0,30.1903
D:\dataset\IMG\center_2024_09_03_15_31_19_159.jpg,D:\dataset\IMG\left_2024_09_03_15_31_19_159.jpg,D:\dataset\IMG\right_2024_09_03_15_31_19_159.jpg,0.15,1,0,30.18403
D:\dataset\IMG\center_2024_09_03_15_31_19_226.jpg,D:\dataset\IMG\left_2024_09_03_15_31_19_226.jpg,D:\dataset\IMG\right_2024_09_03_15_31_19_226.jpg,0,1,0,30.18433
D:\dataset\IMG\center_2024_09_03_15_31_19_293.jpg,D:\dataset\IMG\left_2024_09_03_15_31_19_293.jpg,D:\dataset\IMG\right_2024_09_03_15_31_19_293.jpg,0,1,0,30.18987
D:\dataset\IMG\center_2024_09_03_15_31_19_367.jpg,D:\dataset\IMG\left_2024_09_03_15_31_19_367.jpg,D:\dataset\IMG\right_2024_09_03_15_31_19_367.jpg,0,1,0,30.19014
D:\dataset\IMG\center_2024_09_03_15_31_19_437.jpg,D:\dataset\IMG\left_2024_09_03_15_31_19_437.jpg,D:\dataset\IMG\right_2024_09_03_15_31_19_437.jpg,0,1,0,30.19024
D:\dataset\IMG\center_2024_09_03_15_31_19_506.jpg,D:\dataset\IMG\left_2024_09_03_15_31_19_506.jpg,D:\dataset\IMG\right_2024_09_03_15_31_19_506.jpg,-0.1,1,0,30.18704
D:\dataset\IMG\center_2024_09_03_15_31_19_577.jpg,D:\dataset\IMG\left_2024_09_03_15_31_19_577.jpg,D:\dataset\IMG\right_2024_09_03_15_31_19_577.jpg,-0.25,1,0,30.17391
D:\dataset\IMG\center_2024_09_03_15_31_19_648.jpg,D:\dataset\IMG\left_2024_09_03_15_31_19_648.jpg,D:\dataset\IMG\right_2024_09_03_15_31_19_648.jpg,0,1,0,30.19014
D:\dataset\IMG\center_2024_09_03_15_31_19_721.jpg,D:\dataset\IMG\left_2024_09_03_15_31_19_721.jpg,D:\dataset\IMG\right_2024_09_03_15_31_19_721.jpg,0,1,0,30.1902
D:\dataset\IMG\center_2024_09_03_15_31_19_788.jpg,D:\dataset\IMG\left_2024_09_03_15_31_19_788.jpg,D:\dataset\IMG\right_2024_09_03_15_31_19_788.jpg,0,1,0,30.19025
D:\dataset\IMG\center_2024_09_03_15_31_19_859.jpg,D:\dataset\IMG\left_2024_09_03_15_31_19_859.jpg,D:\dataset\IMG\right_2024_09_03_15_31_19_859.jpg,0,1,0,30.19035
D:\dataset\IMG\center_2024_09_03_15_31_19_931.jpg,D:\dataset\IMG\left_2024_09_03_15_31_19_931.jpg,D:\dataset\IMG\right_2024_09_03_15_31_19_931.jpg,0,1,0,30.19029
D:\dataset\IMG\center_2024_09_03_15_31_20_006.jpg,D:\dataset\IMG\left_2024_09_03_15_31_20_006.jpg,D:\dataset\IMG\right_2024_09_03_15_31_20_006.jpg,0,1,0,30.19029
D:\dataset\IMG\center_2024_09_03_15_31_20_076.jpg,D:\dataset\IMG\left_2024_09_03_15_31_20_076.jpg,D:\dataset\IMG\right_2024_09_03_15_31_20_076.jpg,0,1,0,30.1903
D:\dataset\IMG\center_2024_09_03_15_31_20_147.jpg,D:\dataset\IMG\left_2024_09_03_15_31_20_147.jpg,D:\dataset\IMG\right_2024_09_03_15_31_20_147.jpg,0,1,0,30.19029
D:\dataset\IMG\center_2024_09_03_15_31_20_218.jpg,D:\dataset\IMG\left_2024_09_03_15_31_20_218.jpg,D:\dataset\IMG\right_2024_09_03_15_31_20_218.jpg,-0.05,1,0,30.18971
D:\dataset\IMG\center_2024_09_03_15_31_20_292.jpg,D:\dataset\IMG\left_2024_09_03_15_31_20_292.jpg,D:\dataset\IMG\right_2024_09_03_15_31_20_292.jpg,0,1,0,30.19089
D:\dataset\IMG\center_2024_09_03_15_31_20_365.jpg,D:\dataset\IMG\left_2024_09_03_15_31_20_365.jpg,D:\dataset\IMG\right_2024_09_03_15_31_20_365.jpg,0,1,0,30.19029
D:\dataset\IMG\center_2024_09_03_15_31_20_436.jpg,D:\dataset\IMG\left_2024_09_03_15_31_20_436.jpg,D:\dataset\IMG\right_2024_09_03_15_31_20_436.jpg,0,1,0,30.19028
D:\dataset\IMG\center_2024_09_03_15_31_20_505.jpg,D:\dataset\IMG\left_2024_09_03_15_31_20_505.jpg,D:\dataset\IMG\right_2024_09_03_15_31_20_505.jpg,0,1,0,30.19031
